date,ticker,open,high,close,volume,avg_vol,rvol,gap_pct,gain_pct,close_pct,dumped,rank
2025-12-05,ILUS,0.0,0.0,0.0,2561134,759725,3.4,0.0,25.0,0.0,True,watch
2025-12-05,FGI,7.59,9.38,9.02,166300,29880,5.6,5.2,23.6,18.8,False,watch
2025-12-05,QRHC,1.84,2.27,2.11,402500,126250,3.2,-4.2,23.4,14.7,False,watch
2025-12-05,BBOT,12.0,14.78,13.69,549300,147340,3.7,4.0,23.2,14.1,False,watch
2025-12-08,IMMP,2.0,3.53,2.27,29078700,133895,217.2,11.1,76.5,13.5,True,hot
2025-12-08,HPNN,0.0,0.0,0.0,4275047,8835455,0.5,0.0,40.0,20.0,True,avoid
2025-12-08,ROLR,1.6,2.2,1.85,255500,31685,8.1,-1.2,37.5,15.6,True,watch
2025-12-08,ABLV,0.71,0.92,0.92,163800,1088075,0.2,-8.7,29.2,28.9,False,avoid
2025-12-08,LRHC,17.5,22.5,16.4,212400,38750,5.5,2.3,28.6,-6.3,True,watch
2025-12-08,GNS,0.63,0.79,0.69,4550500,6625255,0.7,-2.3,24.6,9.5,True,avoid
2025-12-08,PLBL,9.51,11.75,11.74,15600,4970,3.1,-10.4,23.6,23.4,False,watch
2025-12-08,MGAM,0.12,0.15,0.13,17500,8565,2.0,-4.0,23.3,8.3,False,avoid
2025-12-08,ATER,0.8,0.98,0.92,710600,68900,10.3,0.6,21.9,15.0,False,watch
2025-12-09,BACK,0.11,0.21,0.21,100200,23660,4.2,-30.2,89.2,89.2,False,avoid
2025-12-09,NCPL,1.04,1.94,1.4,283775300,1075005,264.0,57.8,86.5,34.6,True,hot
2025-12-09,ILUS,0.0,0.0,0.0,675376,1226976,0.6,0.0,50.0,50.0,False,avoid
2025-12-09,DGNX,8.09,11.2,9.58,2887600,904725,3.2,2.0,38.4,18.4,True,watch
2025-12-09,ILLR,0.56,0.73,0.59,6891000,379350,18.2,5.8,30.4,5.0,True,warm
2025-12-09,BMNG,5.69,7.29,7.08,4454500,1859495,2.4,-4.8,28.1,24.4,False,avoid
2025-12-09,GLXU,15.54,19.43,19.15,271500,163790,1.7,2.4,25.0,23.3,False,avoid
2025-12-09,NCI,1.11,1.37,1.25,29000,13225,2.2,-2.6,23.4,12.6,False,avoid
2025-12-09,ASTI,1.79,2.19,2.1,346000,94585,3.7,-4.3,22.3,17.3,False,watch
